slurm_iteration	permutation_iteration	causal_iteration	GIF_all	GIF_unlinked	GIF_linked	sum_effect	fn
1	1	1	0.998377437040939	0.997274157406608	0.99898031413683	0.126469121779043	hybrid_swarm_128_F1_1_0.4.out
1	1	2	0.954794775759335	0.944817716937929	0.96803617004439	-0.139014536441382	hybrid_swarm_128_F1_1_0.4.out
1	1	3	1.01538486954094	1.03531577416309	0.996912081374652	-0.315540514647121	hybrid_swarm_128_F1_1_0.4.out
1	1	4	1.00799581154129	0.990603382679084	1.0351481561629	0.391404329127769	hybrid_swarm_128_F1_1_0.4.out
1	1	5	0.928618067261774	0.963949872993772	0.897301630362293	-0.0247003672807492	hybrid_swarm_128_F1_1_0.4.out
1	1	6	1.12610834915336	1.12521969832142	1.12699004088299	0.288527019388815	hybrid_swarm_128_F1_1_0.4.out
1	1	7	1.0475460567551	1.05655665669737	1.03823928783856	0.389881673445754	hybrid_swarm_128_F1_1_0.4.out
1	1	8	0.978571796091805	0.978899571674683	0.978291816375403	0.39751623644623	hybrid_swarm_128_F1_1_0.4.out
1	1	9	1.00079670469954	1.00600683413974	0.993911875739847	0.396065608590759	hybrid_swarm_128_F1_1_0.4.out
1	1	10	1.07656715488481	1.06254172829341	1.08509318353987	0.394837088993759	hybrid_swarm_128_F1_1_0.4.out
1	2	1	0.989036370919035	0.976254679097677	1.00091382100193	0.367874614250163	hybrid_swarm_128_F1_1_0.4.out
1	2	2	0.927619038466655	0.92298819171821	0.936137381712847	0.39922690831588	hybrid_swarm_128_F1_1_0.4.out
1	2	3	0.97129861774917	0.976514277747371	0.96601476045598	0.391951217819658	hybrid_swarm_128_F1_1_0.4.out
1	2	4	0.991861822196972	1.02596896910401	0.959605367220285	0.339716644234971	hybrid_swarm_128_F1_1_0.4.out
1	2	5	1.08976942769428	1.08499903165948	1.09448998193621	0.195038413008973	hybrid_swarm_128_F1_1_0.4.out
1	2	6	1.06834366590104	1.08194571740681	1.05480077774547	0.38720553246138	hybrid_swarm_128_F1_1_0.4.out
1	2	7	1.03890355826355	1.01199658640294	1.07000001689199	0.309423654376255	hybrid_swarm_128_F1_1_0.4.out
1	2	8	1.01716395863949	1.01509877557452	1.01930246528667	0.3992699444513	hybrid_swarm_128_F1_1_0.4.out
1	2	9	1.01966831014374	1.03529756311315	1.00570886622433	0.36192223994	hybrid_swarm_128_F1_1_0.4.out
1	2	10	0.994921354914341	0.992689404021946	0.996971107078969	0.387178351653242	hybrid_swarm_128_F1_1_0.4.out
1	3	1	1.19922245492788	1.16431764420331	1.22669251428998	0.309531594137383	hybrid_swarm_128_F1_1_0.4.out
1	3	2	0.946222153976272	0.932550398454075	0.960601273070769	0.32955147996149	hybrid_swarm_128_F1_1_0.4.out
1	3	3	1.03628031163169	1.0448507816834	1.02855118570542	0.355121698396263	hybrid_swarm_128_F1_1_0.4.out
1	3	4	1.0459215503488	1.03921129788164	1.05827407835687	0.401618689013659	hybrid_swarm_128_F1_1_0.4.out
1	3	5	1.10160788972177	1.09918380889699	1.10402300942321	0.392373687569372	hybrid_swarm_128_F1_1_0.4.out
1	3	6	0.986938044543724	0.996202338692017	0.976718183269757	0.295780739920922	hybrid_swarm_128_F1_1_0.4.out
1	3	7	0.9501845829919	0.950839268666296	0.949670487186762	0.0738075587083252	hybrid_swarm_128_F1_1_0.4.out
1	3	8	1.03695034652335	1.04308654875894	1.03270209881167	0.376535496222717	hybrid_swarm_128_F1_1_0.4.out
1	3	9	1.0884195745836	1.09767006474225	1.07966462714526	0.314339133990737	hybrid_swarm_128_F1_1_0.4.out
1	3	10	1.0237710128836	0.995530817739167	1.06527894900858	0.382745145183612	hybrid_swarm_128_F1_1_0.4.out
1	4	1	1.0171185328924	0.996276631896546	1.03280326652418	0.377827051456772	hybrid_swarm_128_F1_1_0.4.out
1	4	2	1.08541339540817	1.09679157990494	1.07477036578281	-0.213326019926774	hybrid_swarm_128_F1_1_0.4.out
1	4	3	1.08768965385125	1.0955999814505	1.07935563682503	0.37244535839135	hybrid_swarm_128_F1_1_0.4.out
1	4	4	0.997228381611395	0.983169208901849	1.0114481444653	0.362422008591088	hybrid_swarm_128_F1_1_0.4.out
1	4	5	0.969448575925189	0.965458686586618	0.972122238330513	0.38969533398612	hybrid_swarm_128_F1_1_0.4.out
1	4	6	0.969435162507194	0.981372360588709	0.959988024155975	0.0991259544366931	hybrid_swarm_128_F1_1_0.4.out
1	4	7	1.09974350458618	1.0696266223083	1.11829000831994	0.39537123722896	hybrid_swarm_128_F1_1_0.4.out
1	4	8	1.10599127043581	1.1308466030392	1.08922144733481	0.389388070780887	hybrid_swarm_128_F1_1_0.4.out
1	4	9	1.01840435716248	1.03829560503289	0.996684030848569	-0.128430722500152	hybrid_swarm_128_F1_1_0.4.out
1	4	10	1.0539600571276	1.0582395083956	1.04688619966574	0.247399923442629	hybrid_swarm_128_F1_1_0.4.out
1	5	1	1.0451383651335	1.04139358693342	1.0482192290584	0.342028330905374	hybrid_swarm_128_F1_1_0.4.out
1	5	2	1.07042865514891	1.09039438863472	1.050400679586	0.356743294466432	hybrid_swarm_128_F1_1_0.4.out
1	5	3	1.12245271921552	1.11299168702036	1.13042556512928	0.0425031682356497	hybrid_swarm_128_F1_1_0.4.out
1	5	4	1.10676678748629	1.12786938297763	1.08504105516694	0.062207063710372	hybrid_swarm_128_F1_1_0.4.out
1	5	5	0.993835221498599	1.00641516749085	0.9813158942267	0.39848411180946	hybrid_swarm_128_F1_1_0.4.out
